rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
335454,APOCALYPSE,でっぷ,"[""巡音ルカ""]",,2025-02-22T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=GTBZSiAq3PQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":753266,""vocadb_url"":""https://vocadb.net/S/753266"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""GTBZSiAq3PQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""climactic scene"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""GTBZSiAq3PQ"",""views"":32,""author"":""climactic scene"",""url"":""https://youtu.be/GTBZSiAq3PQ""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""でっぷ""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2},{""name"":""でっぷ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":90838}]}"
335455,channel 000,5F41,"[""初音ミク""]",,2022-04-23T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=fKDdCTquIKI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":491044,""vocadb_url"":""https://vocadb.net/S/491044"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""fKDdCTquIKI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""5F41"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""fKDdCTquIKI"",""views"":32,""author"":""5F41"",""url"":""https://youtu.be/fKDdCTquIKI""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""5F41""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""5F41"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118686}]}"
335456,ふたり,ちろん太,"[""Fukase (Unknown)"",""初音ミク""]",,2022-04-29T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=n_7Ccxcw83U,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":862059,""vocadb_url"":""https://vocadb.net/S/862059"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""n_7Ccxcw83U"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""K's BookMark"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""n_7Ccxcw83U"",""views"":32,""author"":""K's BookMark"",""url"":""https://youtu.be/n_7Ccxcw83U""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ちろん太""],""voice_synth_vocalists"":[""Fukase (Unknown)"",""初音ミク""],""voice_synth_types"":{""Fukase (Unknown)"":""vocaloid"",""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Fukase (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":40866},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ちろん太"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":104981}]}"
335457,羅,凡々,"[""重音テトSV""]",,2025-06-14T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=kMOD89d6yEo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":800864,""vocadb_url"":""https://vocadb.net/S/800864"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""kMOD89d6yEo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""凡〻"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""kMOD89d6yEo"",""views"":32,""author"":""凡〻"",""url"":""https://youtu.be/kMOD89d6yEo""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""凡々""],""voice_synth_vocalists"":[""重音テトSV""],""voice_synth_types"":{""重音テトSV"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""重音テトSV"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118397},{""name"":""凡々"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":163323},{""name"":""うさ太郎"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":94057}]}"
335458,Blink Generation,TBLM,"[""V3 GUMI (Power)""]",,2019-07-12T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=fX_KWv5ax8c,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":751855,""vocadb_url"":""https://vocadb.net/S/751855"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""fX_KWv5ax8c"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Youtube The Boor-Leg Maria"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""fX_KWv5ax8c"",""views"":32,""author"":""Youtube The Boor-Leg Maria"",""url"":""https://youtu.be/fX_KWv5ax8c""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TBLM""],""voice_synth_vocalists"":[""V3 GUMI (Power)""],""voice_synth_types"":{""V3 GUMI (Power)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""TBLM"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":68244},{""name"":""V3 GUMI (Power)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":270}]}"
335459,BERSERK,にょ,"[""結月ゆかり""]",,2022-10-10T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=4SJDLMJggm4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":447969,""vocadb_url"":""https://vocadb.net/S/447969"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""4SJDLMJggm4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""nyo - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""4SJDLMJggm4"",""views"":32,""author"":""nyo - Topic"",""url"":""https://youtu.be/4SJDLMJggm4""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""にょ""],""voice_synth_vocalists"":[""結月ゆかり""],""voice_synth_types"":{""結月ゆかり"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""結月ゆかり"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":623},{""name"":""にょ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":108171}]}"
335460,Aten,Dr.マカロニ,"[""初音ミク""]",,2024-03-19T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=5-iQsyJOYZw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":724599,""vocadb_url"":""https://vocadb.net/S/724599"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""5-iQsyJOYZw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""5-iQsyJOYZw"",""views"":32,""author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""url"":""https://youtu.be/5-iQsyJOYZw""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Dr.マカロニ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Dr.マカロニ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":151284},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
335461,月の盗まれた夜に,NOME,"[""V3 GUMI (Power)""]",,2012-03-09T00:00:00Z,2012,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=NDatTeMjlrs,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":225784,""vocadb_url"":""https://vocadb.net/S/225784"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""NDatTeMjlrs"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""sublime389"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""NDatTeMjlrs"",""views"":32,""author"":""sublime389"",""url"":""https://youtu.be/NDatTeMjlrs""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""NOME""],""voice_synth_vocalists"":[""V3 GUMI (Power)""],""voice_synth_types"":{""V3 GUMI (Power)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""NOME"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":71225},{""name"":""からすつぐみ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":27009},{""name"":""V3 GUMI (Power)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":270}]}"
335462,朝焼けに滲むブルー,楠木桂馬,"[""CUL""]",,2022-03-09T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=71uxOuIM3eA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":396073,""vocadb_url"":""https://vocadb.net/S/396073"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""71uxOuIM3eA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""CranecLoud - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""71uxOuIM3eA"",""views"":32,""author"":""CranecLoud - Topic"",""url"":""https://youtu.be/71uxOuIM3eA""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""楠木桂馬""],""voice_synth_vocalists"":[""CUL""],""voice_synth_types"":{""CUL"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""CUL"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":381},{""name"":""楠木桂馬"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":70813}]}"
335463,Pointless,あら☆じる,"[""初音ミク""]",,2019-11-02T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=WFmEWelaR-4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":266579,""vocadb_url"":""https://vocadb.net/S/266579"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""WFmEWelaR-4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Ara Jiru"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""WFmEWelaR-4"",""views"":32,""author"":""Ara Jiru"",""url"":""https://youtu.be/WFmEWelaR-4""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""あら☆じる""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""あら☆じる"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49182}]}"
335464,ふたりで逢えるかな,Eranna,"[""初音ミク"",""IA""]",,2013-08-02T00:00:00Z,2013,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=LazDNBjF_BE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":867214,""vocadb_url"":""https://vocadb.net/S/867214"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""LazDNBjF_BE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ERANNA2011yokohama"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""LazDNBjF_BE"",""views"":32,""author"":""ERANNA2011yokohama"",""url"":""https://youtu.be/LazDNBjF_BE""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Eranna""],""voice_synth_vocalists"":[""初音ミク"",""IA""],""voice_synth_types"":{""初音ミク"":""vocaloid"",""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504},{""name"":""Eranna"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":172281}]}"
335465,教室のネコ,吉田階段,"[""結月ゆかり""]",,2021-08-14T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=9xkYEyDdEuo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":363478,""vocadb_url"":""https://vocadb.net/S/363478"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""9xkYEyDdEuo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""吉田階段"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""9xkYEyDdEuo"",""views"":32,""author"":""吉田階段"",""url"":""https://youtu.be/9xkYEyDdEuo""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""吉田階段""],""voice_synth_vocalists"":[""結月ゆかり""],""voice_synth_types"":{""結月ゆかり"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""結月ゆかり"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":623},{""name"":""吉田階段"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":90641}]}"
335466,MQ3TUBE,ラハイカ,"[""初音ミク""]",,2021-04-24T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=Vc29r5onSX8,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":412865,""vocadb_url"":""https://vocadb.net/S/412865"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Vc29r5onSX8"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ラハイカ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""Vc29r5onSX8"",""views"":32,""author"":""ラハイカ"",""url"":""https://youtu.be/Vc29r5onSX8""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ラハイカ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ラハイカ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":104260}]}"
335467,夢現,えりあしP,"[""東北きりたん""]",,2023-11-24T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,32.0,views,,,32,,,,,https://www.youtube.com/watch?v=VhMBAojJccU,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":767333,""vocadb_url"":""https://vocadb.net/S/767333"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""VhMBAojJccU"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""えりあしP(ALIEN ACID P)"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":32,""official_youtube_pvs"":[{""video_id"":""VhMBAojJccU"",""views"":32,""author"":""えりあしP(ALIEN ACID P)"",""url"":""https://youtu.be/VhMBAojJccU""}],""highest_individual_official_pv_views"":32,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""えりあしP""],""voice_synth_vocalists"":[""東北きりたん""],""voice_synth_types"":{""東北きりたん"":""neutrino""},""all_vocadb_artist_credits"":[{""name"":""東北きりたん"",""artist_type"":""NEUTRINO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":79466},{""name"":""えりあしP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":145832},{""name"":""ゆーきうちだ"",""artist_type"":null,""roles"":[""mastering""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""あひるの王様"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
